Player,Team,Pos,season,target,Age,3PA,3P%,2P%,FT%,PF,PTS,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,USG%,DBPM,BPM,VORP,SOS,NRtg,Pace,Offense Four Factors eFG%,Offense Four Factors TOV%,Offense Four Factors ORB%,Offense Four Factors FT/FGA,Defense Four Factors eFG%,Defense Four Factors TOV%,Defense Four Factors DRB%,Defense Four Factors FT/FGA,potw_count,potm_count
D.J. White,OKC,PF,2010,0,23.0,0.0,0.0,0.61,0.9,1.0,4.9,0.65,0.0,0.244,12.9,7.4,2.5,2.2,21.3,2.0,6.4,0.2,0.06,3.7,93.1,0.494,13.9,28.6,0.268,0.483,14.0,73.6,0.229,0,0
DaJuan Summers,DET,SF,2010,0,22.0,1.0,0.357,0.352,0.711,1.2,3.0,0.457,0.323,0.292,6.7,6.3,1.1,1.5,18.5,-1.8,-5.2,-0.3,0.09,-5.8,88.5,0.474,12.8,30.3,0.22,0.526,14.2,73.4,0.264,0,0
Daequan Cook,MIA,SG,2010,0,22.0,2.8,0.317,0.323,0.84,1.1,5.0,0.422,0.498,0.099,7.0,9.8,1.1,1.2,19.6,-0.4,-3.3,-0.2,-0.29,2.5,89.6,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246,0,0
Dahntay Jones,IND,SF,2010,0,29.0,0.4,0.125,0.479,0.77,3.1,10.2,0.527,0.051,0.413,6.6,12.9,1.0,1.5,20.1,-0.4,-3.6,-0.8,-0.1,-3.1,97.1,0.491,13.8,21.6,0.229,0.49,13.4,73.0,0.258,0,0
Damien Wilkins,MIN,SF,2010,0,30.0,0.8,0.295,0.459,0.798,1.8,5.6,0.515,0.16,0.339,8.8,12.5,2.1,1.2,14.1,0.7,-1.3,0.3,0.54,-9.9,96.1,0.478,14.6,26.7,0.207,0.525,13.0,73.6,0.22,0,0
Dan Gadzuric,MIL,C,2010,0,31.0,0.0,0.0,0.438,0.4,2.0,2.8,0.44,0.0,0.281,16.6,6.0,1.5,3.3,16.6,0.7,-4.5,-0.2,-0.32,1.8,91.7,0.482,12.3,26.2,0.181,0.486,14.6,76.4,0.266,0,0
Daniel Gibson,CLE,PG,2010,0,23.0,2.7,0.477,0.454,0.694,1.4,6.3,0.613,0.556,0.183,4.1,9.8,1.2,0.5,14.2,0.0,0.0,0.5,-0.36,7.1,91.4,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,0,0
Danilo Gallinari,NYK,SF,2010,0,21.0,6.0,0.381,0.469,0.818,2.4,15.1,0.575,0.526,0.331,8.2,7.6,1.4,1.6,19.3,-0.7,0.5,1.7,-0.19,-4.0,94.0,0.509,13.0,23.5,0.2,0.526,13.3,72.1,0.207,0,0
Danny Granger,IND,SF,2010,0,26.0,7.1,0.361,0.471,0.848,3.0,24.1,0.564,0.385,0.376,8.2,13.6,2.0,1.6,28.7,0.0,3.1,2.9,-0.1,-3.1,97.1,0.491,13.8,21.6,0.229,0.49,13.4,73.0,0.258,0,0
Danny Green,CLE,SG,2010,0,22.0,1.1,0.273,0.529,0.667,0.5,2.0,0.48,0.564,0.154,8.8,6.7,2.7,2.0,18.9,0.7,-0.2,0.1,-0.36,7.1,91.4,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,0,0
Dante Cunningham,POR,PF,2010,0,22.0,0.0,0.0,0.5,0.646,1.5,3.9,0.517,0.009,0.224,14.0,3.3,1.9,2.5,16.8,0.2,-1.8,0.0,-0.13,3.7,87.7,0.499,12.1,28.2,0.249,0.502,13.3,74.8,0.219,0,0
Darius Songaila,NOH,C,2010,0,31.0,0.1,0.167,0.498,0.811,2.7,7.2,0.522,0.012,0.152,9.7,7.9,2.3,0.8,19.5,0.2,-3.7,-0.6,0.19,-2.7,92.6,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205,0,0
Darko Miličić,2TM,C,2010,0,24.0,0.0,0.0,0.493,0.536,2.6,6.7,0.5325,0.2415,0.267,12.3,10.7,1.6,3.7,16.0,0.6,-1.7,0.1,0.175,-6.95,95.05,0.4935,13.8,25.1,0.2035,0.5255000000000001,13.15,72.85,0.2135,0,0
Darnell Jackson,2TM,PF,2010,0,24.0,0.1,0.25,0.308,0.667,0.8,0.8,0.544,0.2535,0.29,10.6,4.6,0.9,2.5,17.2,-1.9,-11.8,-0.3,-0.3399999999999999,4.45,91.55,0.507,12.85,25.65,0.2135,0.484,13.45,76.80000000000001,0.242,0,0
Darrell Arthur,MEM,PF,2010,0,21.0,0.0,0.0,0.434,0.567,1.9,4.5,0.449,0.007,0.205,14.0,4.9,1.6,2.3,17.4,-0.4,-4.1,-0.2,0.13,-1.6,93.6,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205,0,0
Darren Collison,NOH,PG,2010,4,22.0,1.5,0.4,0.49,0.851,1.2,12.4,0.546,0.146,0.221,5.3,32.9,1.9,0.1,23.1,-1.8,-0.8,0.6,0.19,-2.7,92.6,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205,0,0
David Andersen,HOU,C,2010,0,29.0,1.2,0.346,0.458,0.687,1.9,5.8,0.497,0.229,0.197,13.4,8.1,0.9,1.0,20.2,-0.6,-2.6,-0.1,0.35,-0.4,94.0,0.494,13.2,26.9,0.225,0.511,13.6,73.8,0.215,0,0
David Lee,NYK,C,2010,0,26.0,0.1,0.0,0.549,0.812,3.2,20.2,0.584,0.006,0.262,17.9,17.5,1.4,1.0,23.8,0.0,2.5,3.5,-0.19,-4.0,94.0,0.509,13.0,23.5,0.2,0.526,13.3,72.1,0.207,0,0
David West,NOH,PF,2010,0,29.0,0.3,0.259,0.51,0.865,2.9,19.0,0.56,0.022,0.279,12.0,13.7,1.3,1.5,24.0,-0.3,0.8,2.1,0.19,-2.7,92.6,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205,0,0
DeAndre Jordan,LAC,C,2010,0,21.0,0.0,0.0,0.61,0.375,2.2,4.8,0.571,0.008,0.538,17.9,2.9,0.7,4.0,14.7,-0.3,-3.8,-0.5,0.34,-6.8,92.6,0.491,14.8,27.1,0.206,0.509,12.2,74.0,0.214,0,0
DeJuan Blair,SAS,PF,2010,5,20.0,0.0,0.0,0.558,0.547,2.7,7.8,0.564,0.004,0.325,20.6,7.1,1.8,1.9,20.8,0.4,-0.7,0.5,-0.02,5.5,91.7,0.515,12.9,26.8,0.219,0.483,12.1,76.3,0.214,0,0
DeMar DeRozan,TOR,SG,2010,0,20.0,0.2,0.25,0.506,0.763,2.3,8.6,0.554,0.031,0.379,7.9,4.9,1.3,0.8,18.1,-1.3,-2.8,-0.3,-0.05,-1.9,93.1,0.521,12.7,24.7,0.244,0.513,11.8,72.9,0.247,0,0
DeMarre Carroll,MEM,SF,2010,0,23.0,0.1,0.0,0.407,0.623,1.5,2.9,0.426,0.027,0.239,11.0,5.9,1.8,0.9,14.8,-0.4,-4.2,-0.4,0.13,-1.6,93.6,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205,0,0
DeSagana Diop,CHA,C,2010,0,28.0,0.0,0.0,0.517,0.222,1.1,1.2,0.485,0.0,0.31,15.0,2.9,1.0,4.4,8.0,1.5,-2.1,0.0,-0.17,1.6,90.4,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194,0,0
DeShawn Stevenson,2TM,SG,2010,0,28.0,1.4,0.218,0.355,0.714,1.2,2.1,0.538,0.2025,0.28,5.9,8.9,0.9,0.5,10.7,-0.4,-5.6,-0.8,0.0,-1.15,92.05,0.4935,13.1,25.950000000000003,0.221,0.4985,13.2,73.05000000000001,0.2224999999999999,0,0
Delonte West,CLE,SG,2010,0,26.0,1.3,0.325,0.471,0.81,1.4,8.8,0.53,0.177,0.326,6.7,20.0,1.9,1.4,18.3,1.0,0.7,1.0,-0.36,7.1,91.4,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,0,0
Derek Fisher,LAL,PG,2010,0,35.0,2.7,0.348,0.401,0.856,2.5,7.5,0.499,0.401,0.237,4.3,12.9,2.1,0.3,14.0,1.3,-1.7,0.2,0.06,5.1,92.8,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,0,0
Deron Williams,UTA,PG,2010,2,25.0,3.4,0.371,0.501,0.801,2.7,18.7,0.574,0.246,0.397,6.4,44.5,1.8,0.5,23.8,-0.4,3.8,4.1,-0.01,5.7,93.8,0.524,14.2,26.8,0.252,0.492,14.2,75.6,0.269,0,0
Derrick Brown,CHA,SF,2010,0,22.0,0.1,0.286,0.471,0.667,0.9,3.3,0.52,0.048,0.49,8.8,6.0,2.1,1.5,17.2,1.1,-0.6,0.2,-0.17,1.6,90.4,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194,0,0
Derrick Rose,CHI,PG,2010,0,21.0,0.8,0.267,0.5,0.766,1.2,20.8,0.532,0.044,0.246,5.7,30.3,1.0,0.7,27.2,-0.9,1.7,2.7,0.0,-1.8,93.1,0.477,13.3,26.6,0.217,0.484,12.3,74.8,0.212,0,0
Desmond Mason,SAC,SF,2010,0,32.0,0.0,0.0,0.417,0.75,1.0,2.6,0.472,0.0,0.333,11.3,4.2,0.8,1.1,11.9,-1.4,-5.7,-0.1,0.3,-4.6,94.0,0.491,13.6,27.8,0.207,0.505,12.6,73.5,0.244,0,0
Devean George,GSW,SF,2010,0,32.0,2.7,0.39,0.494,0.696,2.0,5.4,0.56,0.597,0.112,8.3,5.8,2.6,0.9,13.0,0.1,-0.8,0.2,0.32,-3.6,100.4,0.514,13.1,20.9,0.23,0.525,15.1,68.5,0.26,0,0
Devin Brown,2TM,SG,2010,0,31.0,3.3,0.354,0.396,0.802,1.4,8.0,0.5315000000000001,0.193,0.265,6.8,9.1,1.6,0.4,19.8,-0.8,-2.7,-0.2,0.095,-2.25,92.85,0.4915,13.0,25.700000000000003,0.203,0.5035000000000001,12.9,74.3,0.2085,0,0
Devin Harris,NJN,PG,2010,0,26.0,3.4,0.276,0.444,0.798,2.8,16.9,0.512,0.245,0.437,5.3,34.6,1.9,0.6,25.5,-1.5,-0.8,0.7,0.19,-9.9,91.4,0.458,13.7,25.1,0.24,0.517,13.3,71.8,0.229,0,0
Dirk Nowitzki,DAL,PF,2010,2,31.0,1.5,0.421,0.487,0.915,2.6,25.0,0.578,0.081,0.392,11.7,13.0,1.2,2.0,28.8,0.5,4.2,4.7,-0.06,2.9,92.5,0.506,12.3,24.3,0.226,0.495,13.6,73.7,0.206,0,0
Dominic McGuire,2TM,SF,2010,0,24.0,0.0,0.0,0.365,0.0,0.7,0.7,0.526,0.192,0.2845,14.8,5.1,0.8,1.0,10.6,-0.5,-6.2,-0.3,0.18,-4.9,92.8,0.486,13.75,27.700000000000003,0.2115,0.5035000000000001,12.7,72.95,0.2415,0,0
Donté Greene,SAC,SF,2010,0,21.0,2.4,0.377,0.473,0.643,2.0,8.5,0.526,0.331,0.253,8.2,6.8,1.3,2.4,19.2,-0.4,-1.6,0.1,0.3,-4.6,94.0,0.491,13.6,27.8,0.207,0.505,12.6,73.5,0.244,0,0
Dorell Wright,MIA,SF,2010,0,24.0,2.2,0.389,0.508,0.884,1.3,7.1,0.567,0.375,0.165,9.2,9.8,1.9,1.7,15.8,1.2,1.8,1.5,-0.29,2.5,89.6,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246,0,0
Drew Gooden,2TM,C,2010,0,28.0,0.1,0.125,0.483,0.861,2.8,10.9,0.5405,0.2215,0.28,17.8,4.4,1.2,2.5,21.0,-1.0,-2.1,-0.1,0.14,-1.95,92.55,0.4985,13.55,25.700000000000003,0.216,0.502,12.9,73.85,0.21,0,0
Dwayne Jones,PHO,PF,2010,0,26.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.6,-4.4,0.0,-0.23,5.1,95.3,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.224,0,0
Dwight Howard,ORL,C,2010,1,24.0,0.1,0.0,0.617,0.592,3.5,18.3,0.63,0.008,0.978,22.0,8.7,1.4,6.0,23.9,2.8,4.4,4.6,-0.37,8.1,92.0,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,0,0
Dwyane Wade,MIA,SG,2010,1,28.0,3.2,0.3,0.509,0.761,2.4,26.6,0.562,0.161,0.465,7.8,36.4,2.7,2.4,34.9,2.1,9.2,7.9,-0.29,2.5,89.6,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246,0,0
Earl Barron,NYK,C,2010,0,28.0,0.0,0.0,0.441,0.759,3.4,11.7,0.508,0.0,0.426,18.9,5.2,0.9,1.3,17.9,-2.9,-4.5,-0.1,-0.19,-4.0,94.0,0.509,13.0,23.5,0.2,0.526,13.3,72.1,0.207,0,0
Earl Boykins,WAS,PG,2010,0,33.0,0.9,0.317,0.446,0.865,0.7,6.6,0.498,0.149,0.221,3.9,25.3,1.1,0.2,20.7,-2.0,-2.4,-0.1,0.06,-5.2,91.6,0.481,13.9,27.6,0.216,0.502,12.8,72.4,0.239,0,0
Earl Clark,PHO,PF,2010,0,22.0,0.1,0.4,0.37,0.722,0.5,2.7,0.42,0.033,0.238,9.1,7.8,0.9,2.4,21.9,-1.6,-5.5,-0.3,-0.23,5.1,95.3,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.224,0,0
Earl Watson,IND,PG,2010,0,30.0,2.3,0.288,0.5,0.71,2.3,7.8,0.517,0.351,0.323,5.6,25.6,2.2,0.5,14.7,0.3,-2.3,-0.2,-0.1,-3.1,97.1,0.491,13.8,21.6,0.229,0.49,13.4,73.0,0.258,0,0
Eddie House,2TM,PG,2010,0,31.0,3.3,0.348,0.412,0.923,1.2,7.0,0.5555,0.27,0.294,5.3,11.0,1.7,0.5,20.0,-0.5,-2.0,0.0,-0.24,-0.05,92.8,0.5155000000000001,13.75,23.15,0.224,0.5065,14.1,72.94999999999999,0.2289999999999999,0,0
Eddy Curry,NYK,C,2010,0,27.0,0.0,0.0,0.381,0.588,1.9,3.7,0.456,0.0,0.81,11.9,0.0,0.0,1.2,30.2,-4.1,-18.5,-0.3,-0.19,-4.0,94.0,0.509,13.0,23.5,0.2,0.526,13.3,72.1,0.207,0,0
Eduardo Nájera,2TM,PF,2010,0,33.0,1.4,0.297,0.524,0.583,2.0,3.4,0.5305,0.2015,0.292,9.6,6.5,2.0,1.5,12.2,0.6,-3.1,-0.2,0.065,-3.5,91.95,0.482,13.0,24.700000000000003,0.2329999999999999,0.506,13.45,72.75,0.2175,0,0
Elton Brand,PHI,PF,2010,0,30.0,0.0,0.0,0.481,0.738,3.1,13.1,0.518,0.001,0.272,11.8,7.9,1.9,2.7,21.7,-0.7,-1.8,0.1,-0.03,-4.2,91.6,0.496,13.7,27.6,0.204,0.518,13.8,73.2,0.231,0,0
Emeka Okafor,NOH,C,2010,0,27.0,0.0,0.0,0.53,0.562,2.7,10.4,0.547,0.0,0.418,18.4,3.5,1.2,4.1,17.1,-0.3,-1.2,0.4,0.19,-2.7,92.6,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205,0,0
Eric Gordon,LAC,SG,2010,0,21.0,5.2,0.371,0.503,0.742,1.5,16.9,0.571,0.409,0.381,4.2,13.8,1.6,0.5,21.5,-1.0,-0.9,0.6,0.34,-6.8,92.6,0.491,14.8,27.1,0.206,0.509,12.2,74.0,0.214,0,0
Eric Maynor,2TM,PG,2010,0,22.0,0.9,0.31,0.444,0.722,1.4,4.7,0.556,0.1845,0.3365,5.9,31.5,1.6,0.6,17.1,-0.1,-1.8,0.1,0.0249999999999999,4.7,93.45,0.509,14.05,27.700000000000003,0.26,0.4875,14.1,74.6,0.249,0,0
Erick Dampier,DAL,C,2010,0,34.0,0.1,0.333,0.629,0.604,2.8,6.0,0.637,0.014,0.474,17.9,3.5,0.6,4.5,11.4,1.0,-0.6,0.5,-0.06,2.9,92.5,0.506,12.3,24.3,0.226,0.495,13.6,73.7,0.206,0,0
Ersan İlyasova,MIL,PF,2010,0,22.0,3.0,0.336,0.496,0.715,3.1,10.4,0.526,0.331,0.217,15.5,7.5,1.5,1.0,20.8,0.3,0.4,1.1,-0.32,1.8,91.7,0.482,12.3,26.2,0.181,0.486,14.6,76.4,0.266,0,0
Etan Thomas,OKC,C,2010,0,31.0,0.0,0.0,0.456,0.591,1.7,3.3,0.483,0.0,0.324,11.4,0.5,0.6,3.7,13.4,0.3,-5.0,-0.2,0.06,3.7,93.1,0.494,13.9,28.6,0.268,0.483,14.0,73.6,0.229,0,0
Fabricio Oberto,WAS,C,2010,0,34.0,0.0,0.0,0.625,0.765,2.1,1.5,0.654,0.0,0.304,9.3,11.1,0.9,1.1,6.9,0.8,-4.4,-0.4,0.06,-5.2,91.6,0.481,13.9,27.6,0.216,0.502,12.8,72.4,0.239,0,0
Francisco Elson,2TM,C,2010,0,33.0,0.0,0.0,0.333,0.4,0.6,1.0,0.526,0.2324999999999999,0.2545,12.1,4.3,0.8,0.0,12.5,-1.5,-6.2,-0.1,-0.175,-1.2000000000000002,91.65,0.489,13.0,26.9,0.1925,0.502,14.2,74.80000000000001,0.2485,0,0
Francisco García,SAC,SG,2010,0,28.0,2.4,0.39,0.504,0.882,2.0,8.1,0.55,0.335,0.097,6.6,12.1,0.9,2.4,15.7,0.2,0.3,0.3,0.3,-4.6,94.0,0.491,13.6,27.8,0.207,0.505,12.6,73.5,0.244,0,0
Garrett Temple,3TM,SG,2010,0,23.0,1.4,0.351,0.484,0.7,1.6,5.0,0.539,0.2326666666666667,0.2913333333333333,5.4,9.6,2.0,1.3,20.3,0.4,-2.9,-0.1,0.2099999999999999,0.1666666666666666,93.23333333333332,0.5,13.233333333333333,27.166666666666668,0.217,0.4996666666666667,12.766666666666666,74.53333333333335,0.2243333333333333,0,0
George Hill,SAS,PG,2010,0,23.0,2.4,0.399,0.505,0.772,2.8,12.4,0.572,0.255,0.321,5.3,15.5,1.6,0.8,19.0,0.9,0.9,1.7,-0.02,5.5,91.7,0.515,12.9,26.8,0.219,0.483,12.1,76.3,0.214,0,0
Gerald Henderson,CHA,SG,2010,0,22.0,0.4,0.211,0.388,0.745,0.6,2.6,0.453,0.183,0.452,9.3,6.0,1.5,2.1,18.2,0.5,-2.5,0.0,-0.17,1.6,90.4,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194,0,0
Gerald Wallace,CHA,SF,2010,0,27.0,1.8,0.371,0.503,0.776,2.6,18.2,0.586,0.148,0.577,14.7,9.0,2.0,2.2,20.3,1.7,2.7,3.7,-0.17,1.6,90.4,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194,0,0
Gilbert Arenas,WAS,PG,2010,0,28.0,5.7,0.348,0.437,0.739,3.0,22.6,0.511,0.294,0.336,6.5,36.3,1.8,0.6,31.9,-1.2,1.7,1.1,0.06,-5.2,91.6,0.481,13.9,27.6,0.216,0.502,12.8,72.4,0.239,0,0
Glen Davis,BOS,PF,2010,0,24.0,0.1,0.0,0.444,0.696,2.4,6.3,0.5,0.014,0.495,13.5,5.9,1.2,1.2,19.7,-1.3,-4.5,-0.6,-0.29,3.9,91.6,0.522,14.5,22.8,0.248,0.487,14.9,73.8,0.251,0,0
Goran Dragić,PHO,PG,2010,0,23.0,2.4,0.394,0.488,0.736,1.6,7.9,0.566,0.383,0.324,6.7,24.1,1.7,0.4,21.1,-0.7,0.1,0.8,-0.23,5.1,95.3,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.224,0,0
Grant Hill,PHO,SF,2010,0,37.0,1.0,0.438,0.483,0.817,2.0,11.3,0.561,0.114,0.357,10.3,11.2,1.2,1.0,16.8,0.3,0.6,1.6,-0.23,5.1,95.3,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.224,0,0
Greg Oden,POR,C,2010,0,22.0,0.0,0.0,0.605,0.766,4.0,11.1,0.647,0.0,0.421,21.9,6.7,0.9,7.7,20.7,2.6,3.5,0.7,-0.13,3.7,87.7,0.499,12.1,28.2,0.249,0.502,13.3,74.8,0.219,0,0
Hakim Warrick,2TM,PF,2010,0,27.0,0.1,0.143,0.486,0.737,1.7,9.6,0.519,0.2075,0.263,11.4,5.6,0.8,0.9,21.8,-0.9,-1.3,0.3,-0.16,0.0,92.4,0.4795,12.8,26.4,0.199,0.485,13.45,75.6,0.239,0,0
Hamed Haddadi,MEM,C,2010,0,24.0,0.1,0.0,0.407,0.737,1.6,1.7,0.441,0.048,0.306,18.2,5.9,0.2,4.4,16.5,-0.2,-7.2,-0.3,0.13,-1.6,93.6,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205,0,0
Hasheem Thabeet,MEM,C,2010,0,22.0,0.0,0.0,0.588,0.581,2.4,3.1,0.605,0.0,0.71,16.1,1.7,0.9,7.7,10.7,1.9,-1.2,0.2,0.13,-1.6,93.6,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205,0,0
Hedo Türkoğlu,TOR,SF,2010,0,30.0,3.9,0.374,0.436,0.774,3.0,11.3,0.54,0.429,0.335,8.9,19.5,1.2,1.1,18.1,-0.4,0.4,1.4,-0.05,-1.9,93.1,0.521,12.7,24.7,0.244,0.513,11.8,72.9,0.247,0,0
Henry Walker,2TM,SF,2010,0,22.0,3.3,0.431,0.603,0.796,2.4,9.4,0.5555,0.27,0.294,6.5,8.3,1.5,0.3,16.6,-0.8,-0.5,0.3,-0.24,-0.05,92.8,0.5155000000000001,13.75,23.15,0.224,0.5065,14.1,72.94999999999999,0.2289999999999999,0,0
Hilton Armstrong,3TM,C,2010,0,25.0,0.0,0.0,0.359,0.469,1.8,2.2,0.536,0.232,0.2736666666666666,14.1,8.8,2.3,2.7,15.5,0.5,-6.1,-0.4,0.2799999999999999,-2.566666666666667,93.53333333333336,0.497,13.166666666666666,26.5,0.207,0.513,13.233333333333334,73.7,0.2213333333333333,0,0
Ian Mahinmi,SAS,C,2010,0,23.0,0.0,0.0,0.636,0.66,1.2,3.9,0.667,0.0,0.855,18.5,2.1,1.0,3.5,25.2,0.7,-0.8,0.1,-0.02,5.5,91.7,0.515,12.9,26.8,0.219,0.483,12.1,76.3,0.214,0,0
Ime Udoka,SAC,SG,2010,0,32.0,1.3,0.286,0.433,0.737,1.2,3.6,0.47,0.378,0.237,11.6,8.8,1.8,0.5,14.4,0.3,-1.9,0.0,0.3,-4.6,94.0,0.491,13.6,27.8,0.207,0.505,12.6,73.5,0.244,0,0
J.J. Barea,DAL,PG,2010,0,25.0,2.0,0.357,0.476,0.844,1.5,7.6,0.526,0.298,0.171,5.4,26.1,1.2,0.3,19.9,-0.7,-1.3,0.3,-0.06,2.9,92.5,0.506,12.3,24.3,0.226,0.495,13.6,73.7,0.206,0,0
J.J. Hickson,CLE,PF,2010,0,21.0,0.0,0.0,0.555,0.681,1.6,8.5,0.58,0.002,0.312,14.1,3.9,1.1,1.8,18.9,-0.4,-1.4,0.3,-0.36,7.1,91.4,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,0,0
J.R. Giddens,2TM,SF,2010,0,24.0,0.3,0.0,0.56,0.565,0.9,2.2,0.5555,0.27,0.294,12.5,8.2,1.9,0.6,16.7,-0.3,-4.7,-0.2,-0.24,-0.05,92.8,0.5155000000000001,13.75,23.15,0.224,0.5065,14.1,72.94999999999999,0.2289999999999999,0,0
J.R. Smith,DEN,SG,2010,0,24.0,6.2,0.338,0.477,0.706,2.3,15.4,0.515,0.452,0.195,6.5,15.0,2.4,0.7,26.9,-0.4,0.1,1.1,0.06,4.3,94.8,0.509,12.7,26.1,0.29,0.495,13.8,72.4,0.251,0,0
JJ Redick,ORL,SG,2010,0,25.0,3.3,0.405,0.473,0.86,1.4,9.6,0.606,0.495,0.401,5.0,13.9,0.8,0.2,18.3,0.1,1.8,1.8,-0.37,8.1,92.0,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,0,0
JaVale McGee,WAS,C,2010,0,22.0,0.0,0.0,0.51,0.638,2.0,6.4,0.539,0.003,0.378,14.5,2.4,0.9,8.0,19.1,1.2,-0.8,0.3,0.06,-5.2,91.6,0.481,13.9,27.6,0.216,0.502,12.8,72.4,0.239,0,0
Jamaal Magloire,MIA,C,2010,0,31.0,0.0,0.0,0.5,0.356,1.6,2.1,0.47,0.0,1.054,19.8,0.4,1.3,2.5,13.0,-0.3,-5.5,-0.3,-0.29,2.5,89.6,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246,0,0
Jamaal Tinsley,MEM,PG,2010,0,31.0,1.0,0.179,0.446,0.815,1.8,3.5,0.438,0.279,0.193,6.5,25.4,2.9,0.6,16.0,0.2,-4.3,-0.3,0.13,-1.6,93.6,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205,0,0
Jamal Crawford,ATL,SG,2010,0,29.0,5.4,0.382,0.491,0.857,1.7,18.0,0.573,0.386,0.285,4.8,16.1,1.3,0.4,25.8,-1.1,2.4,2.7,-0.22,5.2,90.1,0.506,11.4,28.2,0.213,0.496,13.2,72.7,0.208,0,0
Jamario Moon,CLE,SF,2010,0,29.0,1.6,0.32,0.558,0.8,1.1,4.9,0.555,0.405,0.182,10.8,6.9,1.7,2.2,12.8,1.6,1.4,0.9,-0.36,7.1,91.4,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,0,0
Jameer Nelson,ORL,PG,2010,0,27.0,3.5,0.381,0.481,0.845,2.3,12.6,0.54,0.32,0.164,6.0,32.1,1.3,0.1,22.3,-0.3,0.7,1.3,-0.37,8.1,92.0,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,0,0
James Harden,OKC,SG,2010,5,20.0,3.3,0.375,0.424,0.808,2.6,9.9,0.551,0.429,0.415,8.1,12.3,2.4,0.9,20.4,1.2,0.5,1.1,0.06,3.7,93.1,0.494,13.9,28.6,0.268,0.483,14.0,73.6,0.229,2,1
James Johnson,CHI,PF,2010,0,22.0,0.7,0.326,0.488,0.729,1.9,3.9,0.532,0.219,0.333,9.4,9.8,1.4,4.3,18.0,1.5,-2.4,-0.1,0.0,-1.8,93.1,0.477,13.3,26.6,0.217,0.484,12.3,74.8,0.212,0,0
James Jones,MIA,SF,2010,0,29.0,2.5,0.411,0.207,0.821,1.3,4.1,0.556,0.756,0.235,5.3,5.1,1.2,0.6,13.3,0.2,-1.2,0.1,-0.29,2.5,89.6,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246,0,0
James Posey,NOH,SF,2010,0,33.0,3.1,0.335,0.437,0.825,2.6,5.2,0.525,0.701,0.232,11.2,9.3,1.3,0.8,11.4,0.6,-1.8,0.1,0.19,-2.7,92.6,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205,0,0
James Singleton,2TM,SF,2010,0,28.0,0.6,0.189,0.415,0.855,2.0,4.5,0.538,0.2025,0.28,16.3,4.8,1.5,3.3,15.4,0.0,-3.2,-0.3,0.0,-1.15,92.05,0.4935,13.1,25.950000000000003,0.221,0.4985,13.2,73.05000000000001,0.2224999999999999,0,0
JamesOn Curry,LAC,PG,2010,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,-6.8,92.6,0.491,14.8,27.1,0.206,0.509,12.2,74.0,0.214,0,0
Jannero Pargo,CHI,PG,2010,0,30.0,2.2,0.275,0.387,0.933,1.1,5.5,0.429,0.362,0.118,5.2,17.5,1.8,0.2,24.4,-1.1,-4.8,-0.6,0.0,-1.8,93.1,0.477,13.3,26.6,0.217,0.484,12.3,74.8,0.212,0,0
